danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.557,0.845,8,-2.926,0,0.0346,0.0303,0.00851,0.354,0.508,123.997,audio_features,3vooOYHU0Fi3ViCG7Ozh0Y,spotify:track:3vooOYHU0Fi3ViCG7Ozh0Y,https://api.spotify.com/v1/tracks/3vooOYHU0Fi3ViCG7Ozh0Y,https://api.spotify.com/v1/audio-analysis/3vooOYHU0Fi3ViCG7Ozh0Y,259413,4
0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,audio_features,086myS9r57YsLbJpU0TgK9,spotify:track:086myS9r57YsLbJpU0TgK9,https://api.spotify.com/v1/tracks/086myS9r57YsLbJpU0TgK9,https://api.spotify.com/v1/audio-analysis/086myS9r57YsLbJpU0TgK9,161124,4
0.665,0.542,11,-8.323,0,0.033,0.123,0.00291,0.342,0.587,97.975,audio_features,2LGdO5MtFdyphi2EihANZG,spotify:track:2LGdO5MtFdyphi2EihANZG,https://api.spotify.com/v1/tracks/2LGdO5MtFdyphi2EihANZG,https://api.spotify.com/v1/audio-analysis/2LGdO5MtFdyphi2EihANZG,257563,4
0.579,0.558,2,-6.986,1,0.0895,0.0202,1.26e-06,0.212,0.506,179.949,audio_features,7nzsY8vlnKdvGOEE0rjAXZ,spotify:track:7nzsY8vlnKdvGOEE0rjAXZ,https://api.spotify.com/v1/tracks/7nzsY8vlnKdvGOEE0rjAXZ,https://api.spotify.com/v1/audio-analysis/7nzsY8vlnKdvGOEE0rjAXZ,207357,4
0.288,0.758,6,-5.692,0,0.0371,0.00616,0,0.303,0.619,97.094,audio_features,2AT8iROs4FQueDv2c8q2KE,spotify:track:2AT8iROs4FQueDv2c8q2KE,https://api.spotify.com/v1/tracks/2AT8iROs4FQueDv2c8q2KE,https://api.spotify.com/v1/audio-analysis/2AT8iROs4FQueDv2c8q2KE,201726,4
0.752,0.481,11,-9.203,0,0.044,0.419,3.11e-05,0.366,0.393,135.671,audio_features,31Z75ehoSqIwC1bsRESbKM,spotify:track:31Z75ehoSqIwC1bsRESbKM,https://api.spotify.com/v1/tracks/31Z75ehoSqIwC1bsRESbKM,https://api.spotify.com/v1/audio-analysis/31Z75ehoSqIwC1bsRESbKM,279515,4
0.745,0.438,4,-7.018,0,0.0326,0.678,0.112,0.125,0.0409,119.99,audio_features,5RLDbZPiqULNl4cr17eoIV,spotify:track:5RLDbZPiqULNl4cr17eoIV,https://api.spotify.com/v1/tracks/5RLDbZPiqULNl4cr17eoIV,https://api.spotify.com/v1/audio-analysis/5RLDbZPiqULNl4cr17eoIV,233963,4
0.884,0.294,4,-11.238,0,0.0963,0.47,0,0.119,0.219,115.016,audio_features,4VZp8fvRqDshShHu5Ythag,spotify:track:4VZp8fvRqDshShHu5Ythag,https://api.spotify.com/v1/tracks/4VZp8fvRqDshShHu5Ythag,https://api.spotify.com/v1/audio-analysis/4VZp8fvRqDshShHu5Ythag,112091,4
0.795,0.678,0,-7.083,1,0.45,0.112,0,0.115,0.346,100.087,audio_features,5J1yyAT28YsG72sbiHj2Xg,spotify:track:5J1yyAT28YsG72sbiHj2Xg,https://api.spotify.com/v1/tracks/5J1yyAT28YsG72sbiHj2Xg,https://api.spotify.com/v1/audio-analysis/5J1yyAT28YsG72sbiHj2Xg,137509,4
0.707,0.758,7,-9.403,0,0.442,0.32,0,0.0769,0.176,96.636,audio_features,6KkfMmxqUo3HMxNmwgqMvg,spotify:track:6KkfMmxqUo3HMxNmwgqMvg,https://api.spotify.com/v1/tracks/6KkfMmxqUo3HMxNmwgqMvg,https://api.spotify.com/v1/audio-analysis/6KkfMmxqUo3HMxNmwgqMvg,72281,4
0.841,0.519,8,-9.814,0,0.0475,0.0694,0,0.0672,0.132,106.97,audio_features,7r8lp6nukhNPK9QPC79k30,spotify:track:7r8lp6nukhNPK9QPC79k30,https://api.spotify.com/v1/tracks/7r8lp6nukhNPK9QPC79k30,https://api.spotify.com/v1/audio-analysis/7r8lp6nukhNPK9QPC79k30,134844,4
0.825,0.331,10,-15.186,0,0.431,0.64,0,0.18,0.563,133.99,audio_features,0xV9aE3eQKkRt3yWym1NtD,spotify:track:0xV9aE3eQKkRt3yWym1NtD,https://api.spotify.com/v1/tracks/0xV9aE3eQKkRt3yWym1NtD,https://api.spotify.com/v1/audio-analysis/0xV9aE3eQKkRt3yWym1NtD,93257,4
0.552,0.594,11,-7.394,0,0.507,0.296,0,0.406,0.495,90.862,audio_features,6w8obHFQlBBFMcjHFs5APs,spotify:track:6w8obHFQlBBFMcjHFs5APs,https://api.spotify.com/v1/tracks/6w8obHFQlBBFMcjHFs5APs,https://api.spotify.com/v1/audio-analysis/6w8obHFQlBBFMcjHFs5APs,104882,3
0.868,0.396,5,-10.167,0,0.359,0.286,0,0.271,0.26,126.244,audio_features,4mwuPJJJNtRLs7OLlUGXf2,spotify:track:4mwuPJJJNtRLs7OLlUGXf2,https://api.spotify.com/v1/tracks/4mwuPJJJNtRLs7OLlUGXf2,https://api.spotify.com/v1/audio-analysis/4mwuPJJJNtRLs7OLlUGXf2,95582,4
0.745,0.664,11,-5.476,0,0.235,0.322,0,0.851,0.526,121.083,audio_features,2TfoabXa0CbEwcqpxOn9z3,spotify:track:2TfoabXa0CbEwcqpxOn9z3,https://api.spotify.com/v1/tracks/2TfoabXa0CbEwcqpxOn9z3,https://api.spotify.com/v1/audio-analysis/2TfoabXa0CbEwcqpxOn9z3,150703,5
0.841,0.406,7,-12.389,1,0.358,0.791,0,0.0872,0.384,110.061,audio_features,0vQM29chWYNTrqPoirulxI,spotify:track:0vQM29chWYNTrqPoirulxI,https://api.spotify.com/v1/tracks/0vQM29chWYNTrqPoirulxI,https://api.spotify.com/v1/audio-analysis/0vQM29chWYNTrqPoirulxI,97907,4
0.535,0.245,5,-12.53,1,0.0363,0.743,0.00338,0.298,0.238,130.133,audio_features,7iSEz0IIVF5H4KLXIm99Vk,spotify:track:7iSEz0IIVF5H4KLXIm99Vk,https://api.spotify.com/v1/tracks/7iSEz0IIVF5H4KLXIm99Vk,https://api.spotify.com/v1/audio-analysis/7iSEz0IIVF5H4KLXIm99Vk,311152,4
0.402,0.151,4,-14.227,0,0.0395,0.907,0,0.0941,0.483,144.293,audio_features,2is19a6HY7ZdWP654IMhEE,spotify:track:2is19a6HY7ZdWP654IMhEE,https://api.spotify.com/v1/tracks/2is19a6HY7ZdWP654IMhEE,https://api.spotify.com/v1/audio-analysis/2is19a6HY7ZdWP654IMhEE,238013,4
0.572,0.42,7,-12.714,1,0.339,0.804,0.00063,0.0966,0.436,172.681,audio_features,5q70KuhgvW5vaietlERAKK,spotify:track:5q70KuhgvW5vaietlERAKK,https://api.spotify.com/v1/tracks/5q70KuhgvW5vaietlERAKK,https://api.spotify.com/v1/audio-analysis/5q70KuhgvW5vaietlERAKK,223283,3
0.66,0.275,7,-11.038,0,0.0716,0.765,9.37e-05,0.226,0.0688,134.714,audio_features,3CTr7gEOXRI2Jhe6bVVZUd,spotify:track:3CTr7gEOXRI2Jhe6bVVZUd,https://api.spotify.com/v1/tracks/3CTr7gEOXRI2Jhe6bVVZUd,https://api.spotify.com/v1/audio-analysis/3CTr7gEOXRI2Jhe6bVVZUd,169766,4
0.89,0.452,3,-10.041,0,0.0772,0.608,0,0.0786,0.701,119.98,audio_features,5wCc4XL0VivKlohsxDKcnQ,spotify:track:5wCc4XL0VivKlohsxDKcnQ,https://api.spotify.com/v1/tracks/5wCc4XL0VivKlohsxDKcnQ,https://api.spotify.com/v1/audio-analysis/5wCc4XL0VivKlohsxDKcnQ,187270,4
0.838,0.316,1,-7.57,0,0.224,0.61,0.000446,0.103,0.531,148.147,audio_features,2J3SR4n0YiQYCsghgeqZcB,spotify:track:2J3SR4n0YiQYCsghgeqZcB,https://api.spotify.com/v1/tracks/2J3SR4n0YiQYCsghgeqZcB,https://api.spotify.com/v1/audio-analysis/2J3SR4n0YiQYCsghgeqZcB,128916,4
0.436,0.0903,0,-11.838,1,0.0311,0.943,0.000899,0.105,0.125,102.696,audio_features,6tc1gT93ZpMKx3N5AgVljV,spotify:track:6tc1gT93ZpMKx3N5AgVljV,https://api.spotify.com/v1/tracks/6tc1gT93ZpMKx3N5AgVljV,https://api.spotify.com/v1/audio-analysis/6tc1gT93ZpMKx3N5AgVljV,261471,4
0.737,0.408,5,-7.941,1,0.104,0.802,0,0.171,0.374,127.921,audio_features,6p97rhyuy0YEQn0OOQeM1H,spotify:track:6p97rhyuy0YEQn0OOQeM1H,https://api.spotify.com/v1/tracks/6p97rhyuy0YEQn0OOQeM1H,https://api.spotify.com/v1/audio-analysis/6p97rhyuy0YEQn0OOQeM1H,190348,4
0.453,0.209,11,-11.917,1,0.223,0.587,0,0.119,0.216,169.316,audio_features,1hDgKeEHxLnQ9iRy6Ro1px,spotify:track:1hDgKeEHxLnQ9iRy6Ro1px,https://api.spotify.com/v1/tracks/1hDgKeEHxLnQ9iRy6Ro1px,https://api.spotify.com/v1/audio-analysis/1hDgKeEHxLnQ9iRy6Ro1px,237020,4
0.62,0.553,2,-10.228,0,0.0517,0.778,0.00191,0.0916,0.632,148.978,audio_features,7pHECccR6FiKZqFhjULGbB,spotify:track:7pHECccR6FiKZqFhjULGbB,https://api.spotify.com/v1/tracks/7pHECccR6FiKZqFhjULGbB,https://api.spotify.com/v1/audio-analysis/7pHECccR6FiKZqFhjULGbB,194375,4
0.584,0.261,11,-12.317,1,0.0486,0.72,1.1e-06,0.126,0.504,180.149,audio_features,4PQJcyOjVSurR2fRZ4MNVE,spotify:track:4PQJcyOjVSurR2fRZ4MNVE,https://api.spotify.com/v1/tracks/4PQJcyOjVSurR2fRZ4MNVE,https://api.spotify.com/v1/audio-analysis/4PQJcyOjVSurR2fRZ4MNVE,162248,4
0.628,0.298,11,-9.539,1,0.0713,0.732,0,0.116,0.166,63.762,audio_features,3kywzyEr7V106Un5cDyh12,spotify:track:3kywzyEr7V106Un5cDyh12,https://api.spotify.com/v1/tracks/3kywzyEr7V106Un5cDyh12,https://api.spotify.com/v1/audio-analysis/3kywzyEr7V106Un5cDyh12,184893,4
0.68,0.413,5,-9.644,1,0.0464,0.776,1.91e-05,0.0979,0.276,114.931,audio_features,1UulxT6brbUPHnU86RyOah,spotify:track:1UulxT6brbUPHnU86RyOah,https://api.spotify.com/v1/tracks/1UulxT6brbUPHnU86RyOah,https://api.spotify.com/v1/audio-analysis/1UulxT6brbUPHnU86RyOah,197687,4
0.674,0.413,5,-8.051,1,0.0351,0.715,6.64e-05,0.104,0.206,139.976,audio_features,7oHijHxh7cI40fNC4S619V,spotify:track:7oHijHxh7cI40fNC4S619V,https://api.spotify.com/v1/tracks/7oHijHxh7cI40fNC4S619V,https://api.spotify.com/v1/audio-analysis/7oHijHxh7cI40fNC4S619V,218947,4
0.685,0.47,7,-9.946,1,0.0601,0.121,3.42e-05,0.124,0.0549,90.012,audio_features,15KNg0TyNJpRleQ3EiLG1n,spotify:track:15KNg0TyNJpRleQ3EiLG1n,https://api.spotify.com/v1/tracks/15KNg0TyNJpRleQ3EiLG1n,https://api.spotify.com/v1/audio-analysis/15KNg0TyNJpRleQ3EiLG1n,186640,4
0.762,0.585,8,-8.819,1,0.102,0.478,0,0.113,0.303,140.005,audio_features,4gbB4ORVF9jqFWgPF8277Z,spotify:track:4gbB4ORVF9jqFWgPF8277Z,https://api.spotify.com/v1/tracks/4gbB4ORVF9jqFWgPF8277Z,https://api.spotify.com/v1/audio-analysis/4gbB4ORVF9jqFWgPF8277Z,180240,4
0.626,0.453,7,-9.295,1,0.0306,0.816,1.91e-06,0.0904,0.494,129.958,audio_features,779UN3kabApm2zfqX549vf,spotify:track:779UN3kabApm2zfqX549vf,https://api.spotify.com/v1/tracks/779UN3kabApm2zfqX549vf,https://api.spotify.com/v1/audio-analysis/779UN3kabApm2zfqX549vf,218093,4
0.641,0.234,11,-12.34,1,0.037,0.867,0,0.0942,0.373,136.059,audio_features,73E2CgQVoVnyjZo6b3NO9a,spotify:track:73E2CgQVoVnyjZo6b3NO9a,https://api.spotify.com/v1/tracks/73E2CgQVoVnyjZo6b3NO9a,https://api.spotify.com/v1/audio-analysis/73E2CgQVoVnyjZo6b3NO9a,202453,4
0.362,0.286,9,-10.15,1,0.0368,0.619,0.000148,0.124,0.15,80.673,audio_features,6Gy3MOuOWPNs3nEorpdx5F,spotify:track:6Gy3MOuOWPNs3nEorpdx5F,https://api.spotify.com/v1/tracks/6Gy3MOuOWPNs3nEorpdx5F,https://api.spotify.com/v1/audio-analysis/6Gy3MOuOWPNs3nEorpdx5F,204773,4
0.697,0.523,2,-9.397,1,0.0287,0.502,0.000158,0.101,0.456,110.915,audio_features,2juRTLgqPmkOjgUCVcXOeC,spotify:track:2juRTLgqPmkOjgUCVcXOeC,https://api.spotify.com/v1/tracks/2juRTLgqPmkOjgUCVcXOeC,https://api.spotify.com/v1/audio-analysis/2juRTLgqPmkOjgUCVcXOeC,236053,4
0.411,0.228,5,-12.34,1,0.0612,0.948,0,0.0829,0.235,81.645,audio_features,1UTTbArdZ8Z7cBaAbDBAjK,spotify:track:1UTTbArdZ8Z7cBaAbDBAjK,https://api.spotify.com/v1/tracks/1UTTbArdZ8Z7cBaAbDBAjK,https://api.spotify.com/v1/audio-analysis/1UTTbArdZ8Z7cBaAbDBAjK,144760,4
0.708,0.539,6,-8.817,1,0.0805,0.78,0.00086,0.153,0.173,100.969,audio_features,4c8SeWzX1nvSN7chHvyq8n,spotify:track:4c8SeWzX1nvSN7chHvyq8n,https://api.spotify.com/v1/tracks/4c8SeWzX1nvSN7chHvyq8n,https://api.spotify.com/v1/audio-analysis/4c8SeWzX1nvSN7chHvyq8n,203773,4
0.724,0.505,8,-6.613,1,0.0402,0.433,0.000103,0.13,0.267,103.969,audio_features,2ouNoo43UNurALLYLCapJv,spotify:track:2ouNoo43UNurALLYLCapJv,https://api.spotify.com/v1/tracks/2ouNoo43UNurALLYLCapJv,https://api.spotify.com/v1/audio-analysis/2ouNoo43UNurALLYLCapJv,209133,4
0.828,0.349,6,-9.96,0,0.17,0.647,1.57e-05,0.105,0.282,130.074,audio_features,2eLDUK7EkpENZkDL9O5yhz,spotify:track:2eLDUK7EkpENZkDL9O5yhz,https://api.spotify.com/v1/tracks/2eLDUK7EkpENZkDL9O5yhz,https://api.spotify.com/v1/audio-analysis/2eLDUK7EkpENZkDL9O5yhz,171695,4
0.699,0.493,11,-10.386,1,0.0699,0.537,0,0.258,0.08,94.99,audio_features,7lSZpgUg8R79pC49uc6IHX,spotify:track:7lSZpgUg8R79pC49uc6IHX,https://api.spotify.com/v1/tracks/7lSZpgUg8R79pC49uc6IHX,https://api.spotify.com/v1/audio-analysis/7lSZpgUg8R79pC49uc6IHX,181971,4
0.753,0.41,0,-10.636,0,0.132,0.817,0.00219,0.104,0.23,92.999,audio_features,7yCyhsU75MYdbeqRLhLY51,spotify:track:7yCyhsU75MYdbeqRLhLY51,https://api.spotify.com/v1/tracks/7yCyhsU75MYdbeqRLhLY51,https://api.spotify.com/v1/audio-analysis/7yCyhsU75MYdbeqRLhLY51,206437,4
0.515,0.27,10,-9.935,1,0.0357,0.842,0,0.114,0.234,120.483,audio_features,3CRtbOoAP82y0VbPO5j1ft,spotify:track:3CRtbOoAP82y0VbPO5j1ft,https://api.spotify.com/v1/tracks/3CRtbOoAP82y0VbPO5j1ft,https://api.spotify.com/v1/audio-analysis/3CRtbOoAP82y0VbPO5j1ft,208987,4
0.569,0.38,0,-10.289,1,0.143,0.745,0,0.159,0.421,117.953,audio_features,0AVs4KwMZncK8PVJPmff4A,spotify:track:0AVs4KwMZncK8PVJPmff4A,https://api.spotify.com/v1/tracks/0AVs4KwMZncK8PVJPmff4A,https://api.spotify.com/v1/audio-analysis/0AVs4KwMZncK8PVJPmff4A,218320,4
0.641,0.37,1,-8.645,0,0.0565,0.32,0,0.206,0.242,81.043,audio_features,75iZaRMctH8FamTOhokRVJ,spotify:track:75iZaRMctH8FamTOhokRVJ,https://api.spotify.com/v1/tracks/75iZaRMctH8FamTOhokRVJ,https://api.spotify.com/v1/audio-analysis/75iZaRMctH8FamTOhokRVJ,167353,4
0.72,0.408,2,-11.725,1,0.0498,0.832,2.61e-06,0.0992,0.341,121.972,audio_features,55vsJO4tLZQ37qzD5QUOmh,spotify:track:55vsJO4tLZQ37qzD5QUOmh,https://api.spotify.com/v1/tracks/55vsJO4tLZQ37qzD5QUOmh,https://api.spotify.com/v1/audio-analysis/55vsJO4tLZQ37qzD5QUOmh,227613,4
0.639,0.439,3,-8.809,1,0.0478,0.803,0.000967,0.122,0.274,147.939,audio_features,1InPL1Qm8qJC3FIIvFruNt,spotify:track:1InPL1Qm8qJC3FIIvFruNt,https://api.spotify.com/v1/tracks/1InPL1Qm8qJC3FIIvFruNt,https://api.spotify.com/v1/audio-analysis/1InPL1Qm8qJC3FIIvFruNt,217440,4
0.414,0.418,0,-10.108,0,0.0406,0.49,0.000356,0.0893,0.361,102.708,audio_features,0IJQOj33GVl6osZmxClKqV,spotify:track:0IJQOj33GVl6osZmxClKqV,https://api.spotify.com/v1/tracks/0IJQOj33GVl6osZmxClKqV,https://api.spotify.com/v1/audio-analysis/0IJQOj33GVl6osZmxClKqV,221733,5
0.684,0.606,6,-9.812,0,0.213,0.233,5.89e-06,0.272,0.492,89.479,audio_features,63fJIZPOuItnuhgQPBB6Y8,spotify:track:63fJIZPOuItnuhgQPBB6Y8,https://api.spotify.com/v1/tracks/63fJIZPOuItnuhgQPBB6Y8,https://api.spotify.com/v1/audio-analysis/63fJIZPOuItnuhgQPBB6Y8,187853,4
0.714,0.705,2,-8.399,1,0.0883,0.342,0.0146,0.299,0.613,103.982,audio_features,5AWXESfdAJjfloT0BYzVii,spotify:track:5AWXESfdAJjfloT0BYzVii,https://api.spotify.com/v1/tracks/5AWXESfdAJjfloT0BYzVii,https://api.spotify.com/v1/audio-analysis/5AWXESfdAJjfloT0BYzVii,196573,4
0.535,0.836,2,-5.593,1,0.0746,0.00121,0,0.102,0.443,85.005,audio_features,1JG8pJ7G8qJiy98DzCBL2E,spotify:track:1JG8pJ7G8qJiy98DzCBL2E,https://api.spotify.com/v1/tracks/1JG8pJ7G8qJiy98DzCBL2E,https://api.spotify.com/v1/audio-analysis/1JG8pJ7G8qJiy98DzCBL2E,198694,4
0.504,0.891,6,-5.632,0,0.137,0.00163,0.00199,0.148,0.628,153.988,audio_features,7clyJIrLkEbXUDwj1tC9zz,spotify:track:7clyJIrLkEbXUDwj1tC9zz,https://api.spotify.com/v1/tracks/7clyJIrLkEbXUDwj1tC9zz,https://api.spotify.com/v1/audio-analysis/7clyJIrLkEbXUDwj1tC9zz,214520,4
0.529,0.686,4,-5.869,0,0.0579,0.00251,0.0965,0.22,0.116,144.033,audio_features,7a1D98IVXyVBKsq40imjyg,spotify:track:7a1D98IVXyVBKsq40imjyg,https://api.spotify.com/v1/tracks/7a1D98IVXyVBKsq40imjyg,https://api.spotify.com/v1/audio-analysis/7a1D98IVXyVBKsq40imjyg,231213,4
0.517,0.702,0,-6.842,1,0.0424,0.000232,0.00165,0.204,0.244,176.088,audio_features,0Fc7ESmkM02PDH5NnPaS5S,spotify:track:0Fc7ESmkM02PDH5NnPaS5S,https://api.spotify.com/v1/tracks/0Fc7ESmkM02PDH5NnPaS5S,https://api.spotify.com/v1/audio-analysis/0Fc7ESmkM02PDH5NnPaS5S,219207,4
0.506,0.932,5,-6.11,0,0.11,0.000719,0.0594,0.174,0.549,99.929,audio_features,1CmhkiXegdbj3Ewizvdg2Q,spotify:track:1CmhkiXegdbj3Ewizvdg2Q,https://api.spotify.com/v1/tracks/1CmhkiXegdbj3Ewizvdg2Q,https://api.spotify.com/v1/audio-analysis/1CmhkiXegdbj3Ewizvdg2Q,179840,4
0.609,0.659,2,-7.218,1,0.0442,0.00592,0.000292,0.161,0.522,80.996,audio_features,1hHn2SG7j8Ux61wWiUcXPq,spotify:track:1hHn2SG7j8Ux61wWiUcXPq,https://api.spotify.com/v1/tracks/1hHn2SG7j8Ux61wWiUcXPq,https://api.spotify.com/v1/audio-analysis/1hHn2SG7j8Ux61wWiUcXPq,215035,4
0.407,0.355,0,-9.713,1,0.223,0.542,2.66e-05,0.127,0.265,80.683,audio_features,3XaZ4zJnU3SbYFj6PhI8Y7,spotify:track:3XaZ4zJnU3SbYFj6PhI8Y7,https://api.spotify.com/v1/tracks/3XaZ4zJnU3SbYFj6PhI8Y7,https://api.spotify.com/v1/audio-analysis/3XaZ4zJnU3SbYFj6PhI8Y7,229280,4
0.75,0.431,5,-10.093,1,0.312,0.778,0,0.132,0.554,124.088,audio_features,2mSrVZsSKn2Ye5f0YuAbMh,spotify:track:2mSrVZsSKn2Ye5f0YuAbMh,https://api.spotify.com/v1/tracks/2mSrVZsSKn2Ye5f0YuAbMh,https://api.spotify.com/v1/audio-analysis/2mSrVZsSKn2Ye5f0YuAbMh,140360,4
0.552,0.696,1,-5.656,1,0.0525,0.212,0.00809,0.172,0.452,124.927,audio_features,21bty2KT6tMsceRDsuORBy,spotify:track:21bty2KT6tMsceRDsuORBy,https://api.spotify.com/v1/tracks/21bty2KT6tMsceRDsuORBy,https://api.spotify.com/v1/audio-analysis/21bty2KT6tMsceRDsuORBy,149013,4
0.486,0.482,8,-5.608,1,0.0249,0.701,0,0.351,0.229,83.922,audio_features,3Gh9maavHOFRoRkzVw0a6Q,spotify:track:3Gh9maavHOFRoRkzVw0a6Q,https://api.spotify.com/v1/tracks/3Gh9maavHOFRoRkzVw0a6Q,https://api.spotify.com/v1/audio-analysis/3Gh9maavHOFRoRkzVw0a6Q,205213,4
0.641,0.799,9,-5.661,1,0.0479,0.26,0,0.192,0.805,160.008,audio_features,6cvbvXaRbQcuv54SjYXP86,spotify:track:6cvbvXaRbQcuv54SjYXP86,https://api.spotify.com/v1/tracks/6cvbvXaRbQcuv54SjYXP86,https://api.spotify.com/v1/audio-analysis/6cvbvXaRbQcuv54SjYXP86,200373,4
0.801,0.686,5,-4.252,0,0.0414,0.133,0,0.0882,0.885,120.007,audio_features,4LkXtklCusSbi6UxYWgH8B,spotify:track:4LkXtklCusSbi6UxYWgH8B,https://api.spotify.com/v1/tracks/4LkXtklCusSbi6UxYWgH8B,https://api.spotify.com/v1/audio-analysis/4LkXtklCusSbi6UxYWgH8B,170800,4
0.627,0.662,11,-4.773,0,0.035,0.264,0,0.115,0.321,140.007,audio_features,2qwplOI7upNGwg2mLVrraw,spotify:track:2qwplOI7upNGwg2mLVrraw,https://api.spotify.com/v1/tracks/2qwplOI7upNGwg2mLVrraw,https://api.spotify.com/v1/audio-analysis/2qwplOI7upNGwg2mLVrraw,195013,4
0.721,0.617,4,-6.178,0,0.0386,0.507,0,0.252,0.902,148.032,audio_features,4lpvCG7eNzHAXwvMxWUNjz,spotify:track:4lpvCG7eNzHAXwvMxWUNjz,https://api.spotify.com/v1/tracks/4lpvCG7eNzHAXwvMxWUNjz,https://api.spotify.com/v1/audio-analysis/4lpvCG7eNzHAXwvMxWUNjz,185107,4
0.806,0.735,7,-4.833,0,0.0491,0.281,0.000351,0.0722,0.788,122.025,audio_features,6syar8JKCt3R9ZBl11zmgI,spotify:track:6syar8JKCt3R9ZBl11zmgI,https://api.spotify.com/v1/tracks/6syar8JKCt3R9ZBl11zmgI,https://api.spotify.com/v1/audio-analysis/6syar8JKCt3R9ZBl11zmgI,187227,4
0.46,0.126,1,-13.874,1,0.0346,0.928,3.5e-06,0.0978,0.1,99.4,audio_features,65cVs5ooFRGQrOyueXr6OP,spotify:track:65cVs5ooFRGQrOyueXr6OP,https://api.spotify.com/v1/tracks/65cVs5ooFRGQrOyueXr6OP,https://api.spotify.com/v1/audio-analysis/65cVs5ooFRGQrOyueXr6OP,284143,3
0.608,0.0704,9,-16.933,1,0.0746,0.93,0,0.159,0.218,114.236,audio_features,7eNo9ESORi0F5hR0GXGhJJ,spotify:track:7eNo9ESORi0F5hR0GXGhJJ,https://api.spotify.com/v1/tracks/7eNo9ESORi0F5hR0GXGhJJ,https://api.spotify.com/v1/audio-analysis/7eNo9ESORi0F5hR0GXGhJJ,291293,1
0.614,0.0595,0,-16.254,1,0.107,0.957,5.58e-06,0.105,0.146,75.339,audio_features,2OR29bTCjzyPuPuHiB0fJC,spotify:track:2OR29bTCjzyPuPuHiB0fJC,https://api.spotify.com/v1/tracks/2OR29bTCjzyPuPuHiB0fJC,https://api.spotify.com/v1/audio-analysis/2OR29bTCjzyPuPuHiB0fJC,341820,4
0.571,0.0274,9,-20.274,0,0.0649,0.948,6.43e-06,0.322,0.087,124.209,audio_features,0gOz9JUXsaKVzLTSmFDtdo,spotify:track:0gOz9JUXsaKVzLTSmFDtdo,https://api.spotify.com/v1/tracks/0gOz9JUXsaKVzLTSmFDtdo,https://api.spotify.com/v1/audio-analysis/0gOz9JUXsaKVzLTSmFDtdo,316556,3
0.563,0.678,7,-5.885,1,0.0495,0.544,1.34e-06,0.117,0.568,169.963,audio_features,3IqcBL5yjJK3ri0TGaL3MC,spotify:track:3IqcBL5yjJK3ri0TGaL3MC,https://api.spotify.com/v1/tracks/3IqcBL5yjJK3ri0TGaL3MC,https://api.spotify.com/v1/audio-analysis/3IqcBL5yjJK3ri0TGaL3MC,206893,4
0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,audio_features,5cF0dROlMOK5uNZtivgu50,spotify:track:5cF0dROlMOK5uNZtivgu50,https://api.spotify.com/v1/tracks/5cF0dROlMOK5uNZtivgu50,https://api.spotify.com/v1/audio-analysis/5cF0dROlMOK5uNZtivgu50,208787,4
0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,audio_features,3jjujdWJ72nww5eGnfs2E7,spotify:track:3jjujdWJ72nww5eGnfs2E7,https://api.spotify.com/v1/tracks/3jjujdWJ72nww5eGnfs2E7,https://api.spotify.com/v1/audio-analysis/3jjujdWJ72nww5eGnfs2E7,207133,4
0.68,0.423,6,-6.279,1,0.0321,0.597,0,0.371,0.686,85.042,audio_features,591AblJY9k2PSBDQFz4mhK,spotify:track:591AblJY9k2PSBDQFz4mhK,https://api.spotify.com/v1/tracks/591AblJY9k2PSBDQFz4mhK,https://api.spotify.com/v1/audio-analysis/591AblJY9k2PSBDQFz4mhK,149254,4
0.699,0.645,1,-5.862,0,0.199,0.27,0,0.0686,0.696,133.942,audio_features,4uVslVnCNW0wkBxUmtqeVn,spotify:track:4uVslVnCNW0wkBxUmtqeVn,https://api.spotify.com/v1/tracks/4uVslVnCNW0wkBxUmtqeVn,https://api.spotify.com/v1/audio-analysis/4uVslVnCNW0wkBxUmtqeVn,179186,4
0.826,0.497,4,-7.249,0,0.0472,0.162,0,0.0645,0.816,102.025,audio_features,5jCyTX2ezvAHoMTNdLMYa2,spotify:track:5jCyTX2ezvAHoMTNdLMYa2,https://api.spotify.com/v1/tracks/5jCyTX2ezvAHoMTNdLMYa2,https://api.spotify.com/v1/audio-analysis/5jCyTX2ezvAHoMTNdLMYa2,208235,3
0.656,0.741,11,-4.998,0,0.18,0.0847,0,0.111,0.882,154.933,audio_features,3yeEIU7ExwLczEnpXPQlqG,spotify:track:3yeEIU7ExwLczEnpXPQlqG,https://api.spotify.com/v1/tracks/3yeEIU7ExwLczEnpXPQlqG,https://api.spotify.com/v1/audio-analysis/3yeEIU7ExwLczEnpXPQlqG,212129,4
