danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.621,0.838,9,-5.006,0,0.0909,0.0416,0,0.347,0.329,103.103,audio_features,5L1eW2bt7pDbjhNLKWKom2,spotify:track:5L1eW2bt7pDbjhNLKWKom2,https://api.spotify.com/v1/tracks/5L1eW2bt7pDbjhNLKWKom2,https://api.spotify.com/v1/audio-analysis/5L1eW2bt7pDbjhNLKWKom2,116505,4
0.508,0.587,1,-7.588,1,0.118,0.391,0,0.311,0.305,171.827,audio_features,7i486TulfhsAzMItM2zChQ,spotify:track:7i486TulfhsAzMItM2zChQ,https://api.spotify.com/v1/tracks/7i486TulfhsAzMItM2zChQ,https://api.spotify.com/v1/audio-analysis/7i486TulfhsAzMItM2zChQ,164000,4
0.485,0.605,11,-8.401,1,0.0467,0.766,0,0.181,0.381,99.887,audio_features,54uPFCxWYiR7if8q7TAzeo,spotify:track:54uPFCxWYiR7if8q7TAzeo,https://api.spotify.com/v1/tracks/54uPFCxWYiR7if8q7TAzeo,https://api.spotify.com/v1/audio-analysis/54uPFCxWYiR7if8q7TAzeo,240707,4
0.743,0.671,2,-5.79,1,0.212,0.105,0,0.238,0.477,76.501,audio_features,3VMK6tAjOT4INvBdZOtB9J,spotify:track:3VMK6tAjOT4INvBdZOtB9J,https://api.spotify.com/v1/tracks/3VMK6tAjOT4INvBdZOtB9J,https://api.spotify.com/v1/audio-analysis/3VMK6tAjOT4INvBdZOtB9J,94858,4
0.652,0.556,6,-6.68,1,0.0757,0.467,1.43e-06,0.114,0.471,199.982,audio_features,3D5nCqvEqVuLIyTvMMZmFt,spotify:track:3D5nCqvEqVuLIyTvMMZmFt,https://api.spotify.com/v1/tracks/3D5nCqvEqVuLIyTvMMZmFt,https://api.spotify.com/v1/audio-analysis/3D5nCqvEqVuLIyTvMMZmFt,177852,4
0.608,0.634,2,-5.65,1,0.212,0.722,0,0.12,0.701,104.51,audio_features,0QHST6B9xjYappSPkG6M6V,spotify:track:0QHST6B9xjYappSPkG6M6V,https://api.spotify.com/v1/tracks/0QHST6B9xjYappSPkG6M6V,https://api.spotify.com/v1/audio-analysis/0QHST6B9xjYappSPkG6M6V,140800,4
0.602,0.405,2,-7.157,1,0.0319,0.903,0,0.133,0.321,137.743,audio_features,0Yjgmp2Hntqa3z5Wolmfaa,spotify:track:0Yjgmp2Hntqa3z5Wolmfaa,https://api.spotify.com/v1/tracks/0Yjgmp2Hntqa3z5Wolmfaa,https://api.spotify.com/v1/audio-analysis/0Yjgmp2Hntqa3z5Wolmfaa,203869,4
0.65,0.56,0,-6.719,0,0.0362,0.564,9.92e-06,0.397,0.561,95.03,audio_features,0IE8GLbz4rcS7wGq40eQhr,spotify:track:0IE8GLbz4rcS7wGq40eQhr,https://api.spotify.com/v1/tracks/0IE8GLbz4rcS7wGq40eQhr,https://api.spotify.com/v1/audio-analysis/0IE8GLbz4rcS7wGq40eQhr,152681,4
0.737,0.571,11,-9.289,1,0.106,0.268,3.13e-05,0.147,0.836,174.968,audio_features,7uy7ZDVB2E66cXEQJsC6Bz,spotify:track:7uy7ZDVB2E66cXEQJsC6Bz,https://api.spotify.com/v1/tracks/7uy7ZDVB2E66cXEQJsC6Bz,https://api.spotify.com/v1/audio-analysis/7uy7ZDVB2E66cXEQJsC6Bz,158852,4
0.573,0.559,0,-8.365,1,0.397,0.735,3.02e-06,0.125,0.62,105.037,audio_features,6xniBg7UJ03jcyvOgfWVJk,spotify:track:6xniBg7UJ03jcyvOgfWVJk,https://api.spotify.com/v1/tracks/6xniBg7UJ03jcyvOgfWVJk,https://api.spotify.com/v1/audio-analysis/6xniBg7UJ03jcyvOgfWVJk,105046,4
0.796,0.628,1,-6.776,1,0.0468,0.474,1.89e-06,0.6,0.902,124.97,audio_features,1xY16wZWhPXeH2xJi29enJ,spotify:track:1xY16wZWhPXeH2xJi29enJ,https://api.spotify.com/v1/tracks/1xY16wZWhPXeH2xJi29enJ,https://api.spotify.com/v1/audio-analysis/1xY16wZWhPXeH2xJi29enJ,211552,4
0.821,0.423,11,-10.827,1,0.115,0.235,1.98e-05,0.12,0.569,159.869,audio_features,5TNWWztSNO6ob9QwfLbBQu,spotify:track:5TNWWztSNO6ob9QwfLbBQu,https://api.spotify.com/v1/tracks/5TNWWztSNO6ob9QwfLbBQu,https://api.spotify.com/v1/audio-analysis/5TNWWztSNO6ob9QwfLbBQu,131584,4
0.518,0.766,7,-5.358,1,0.0348,0.00658,2.82e-06,0.598,0.223,154.876,audio_features,64CMQ6ijSFHHGoRRIL7CSX,spotify:track:64CMQ6ijSFHHGoRRIL7CSX,https://api.spotify.com/v1/tracks/64CMQ6ijSFHHGoRRIL7CSX,https://api.spotify.com/v1/audio-analysis/64CMQ6ijSFHHGoRRIL7CSX,224711,4
0.409,0.504,7,-5.62,1,0.0448,0.76,0,0.344,0.499,169.244,audio_features,4dO4oVzvRrRRsJgaT4ORlM,spotify:track:4dO4oVzvRrRRsJgaT4ORlM,https://api.spotify.com/v1/tracks/4dO4oVzvRrRRsJgaT4ORlM,https://api.spotify.com/v1/audio-analysis/4dO4oVzvRrRRsJgaT4ORlM,168000,4
0.764,0.522,1,-6.747,1,0.0407,0.304,0,0.104,0.717,103.921,audio_features,7neh3zxtgTMy8sokYe5rt2,spotify:track:7neh3zxtgTMy8sokYe5rt2,https://api.spotify.com/v1/tracks/7neh3zxtgTMy8sokYe5rt2,https://api.spotify.com/v1/audio-analysis/7neh3zxtgTMy8sokYe5rt2,214615,4
0.723,0.499,9,-8.815,1,0.0413,0.343,0.0028,0.0924,0.413,152.959,audio_features,4KEDHEiYQYeZOsGi0ANzU3,spotify:track:4KEDHEiYQYeZOsGi0ANzU3,https://api.spotify.com/v1/tracks/4KEDHEiYQYeZOsGi0ANzU3,https://api.spotify.com/v1/audio-analysis/4KEDHEiYQYeZOsGi0ANzU3,229710,4
0.645,0.709,1,-5.61,1,0.0466,0.104,1.64e-06,0.165,0.649,89.871,audio_features,1WeovbMrXQynSFyqOjz8AS,spotify:track:1WeovbMrXQynSFyqOjz8AS,https://api.spotify.com/v1/tracks/1WeovbMrXQynSFyqOjz8AS,https://api.spotify.com/v1/audio-analysis/1WeovbMrXQynSFyqOjz8AS,117500,4
0.64,0.424,2,-11.221,1,0.0378,0.476,0,0.0851,0.387,123.006,audio_features,1Q7HO1L7KO46VlMH8C3Abh,spotify:track:1Q7HO1L7KO46VlMH8C3Abh,https://api.spotify.com/v1/tracks/1Q7HO1L7KO46VlMH8C3Abh,https://api.spotify.com/v1/audio-analysis/1Q7HO1L7KO46VlMH8C3Abh,224390,4
0.854,0.524,2,-8.239,1,0.0479,0.0207,1.01e-06,0.126,0.69,123.982,audio_features,1tRipF8otglG45CiFZ8giv,spotify:track:1tRipF8otglG45CiFZ8giv,https://api.spotify.com/v1/tracks/1tRipF8otglG45CiFZ8giv,https://api.spotify.com/v1/audio-analysis/1tRipF8otglG45CiFZ8giv,141290,4
0.657,0.387,8,-14.169,0,0.0782,0.508,0.0371,0.107,0.393,180.012,audio_features,6fVazKhR05IQGpyTDnyd3L,spotify:track:6fVazKhR05IQGpyTDnyd3L,https://api.spotify.com/v1/tracks/6fVazKhR05IQGpyTDnyd3L,https://api.spotify.com/v1/audio-analysis/6fVazKhR05IQGpyTDnyd3L,150152,4
0.527,0.884,7,-4.185,0,0.0571,0.0297,0.000149,0.187,0.18,148.065,audio_features,46XkICBNOmSKIwVh8ITZK9,spotify:track:46XkICBNOmSKIwVh8ITZK9,https://api.spotify.com/v1/tracks/46XkICBNOmSKIwVh8ITZK9,https://api.spotify.com/v1/audio-analysis/46XkICBNOmSKIwVh8ITZK9,213041,4
0.606,0.494,7,-8.995,1,0.0354,0.158,0,0.35,0.268,80.542,audio_features,53sJvusNFdlydkytlEbUJy,spotify:track:53sJvusNFdlydkytlEbUJy,https://api.spotify.com/v1/tracks/53sJvusNFdlydkytlEbUJy,https://api.spotify.com/v1/audio-analysis/53sJvusNFdlydkytlEbUJy,162667,4
0.587,0.639,6,-6.883,0,0.0769,0.0924,4.53e-06,0.269,0.258,94.927,audio_features,2RdREuezrUKCuCcCz5a7ZC,spotify:track:2RdREuezrUKCuCcCz5a7ZC,https://api.spotify.com/v1/tracks/2RdREuezrUKCuCcCz5a7ZC,https://api.spotify.com/v1/audio-analysis/2RdREuezrUKCuCcCz5a7ZC,174082,4
0.581,0.545,0,-8.585,1,0.0511,0.417,0,0.0731,0.628,127.291,audio_features,6laTBQ8WDaA1F3zPAaPY68,spotify:track:6laTBQ8WDaA1F3zPAaPY68,https://api.spotify.com/v1/tracks/6laTBQ8WDaA1F3zPAaPY68,https://api.spotify.com/v1/audio-analysis/6laTBQ8WDaA1F3zPAaPY68,222467,4
0.565,0.832,11,-5.245,0,0.0274,0.00602,0,0.177,0.372,149.04,audio_features,3sIIMu9DJlBOJ8jt5UqICC,spotify:track:3sIIMu9DJlBOJ8jt5UqICC,https://api.spotify.com/v1/tracks/3sIIMu9DJlBOJ8jt5UqICC,https://api.spotify.com/v1/audio-analysis/3sIIMu9DJlBOJ8jt5UqICC,132081,4
0.378,0.391,8,-7.896,1,0.0362,0.747,0,0.18,0.208,167.571,audio_features,05jgkkHC2o5edhP92u9pgU,spotify:track:05jgkkHC2o5edhP92u9pgU,https://api.spotify.com/v1/tracks/05jgkkHC2o5edhP92u9pgU,https://api.spotify.com/v1/audio-analysis/05jgkkHC2o5edhP92u9pgU,198469,3
0.656,0.728,4,-4.319,0,0.0453,0.0464,0,0.395,0.467,118.045,audio_features,3EMVljpsr9TPKYScAFQNJh,spotify:track:3EMVljpsr9TPKYScAFQNJh,https://api.spotify.com/v1/tracks/3EMVljpsr9TPKYScAFQNJh,https://api.spotify.com/v1/audio-analysis/3EMVljpsr9TPKYScAFQNJh,164899,4
0.577,0.769,0,-7.241,1,0.0466,0.124,5.58e-05,0.0915,0.649,163.931,audio_features,6jNzsK1Ef8H2QcXjFUCsZV,spotify:track:6jNzsK1Ef8H2QcXjFUCsZV,https://api.spotify.com/v1/tracks/6jNzsK1Ef8H2QcXjFUCsZV,https://api.spotify.com/v1/audio-analysis/6jNzsK1Ef8H2QcXjFUCsZV,192079,4
0.784,0.539,8,-8.148,0,0.0628,0.69,1.75e-05,0.0367,0.697,133.963,audio_features,0WOvSEVpUGkNufX0w0M06F,spotify:track:0WOvSEVpUGkNufX0w0M06F,https://api.spotify.com/v1/tracks/0WOvSEVpUGkNufX0w0M06F,https://api.spotify.com/v1/audio-analysis/0WOvSEVpUGkNufX0w0M06F,234818,4
0.741,0.622,10,-8.006,1,0.0395,0.137,0,0.106,0.47,136.014,audio_features,55cwGtYrExG7slEAor5jeR,spotify:track:55cwGtYrExG7slEAor5jeR,https://api.spotify.com/v1/tracks/55cwGtYrExG7slEAor5jeR,https://api.spotify.com/v1/audio-analysis/55cwGtYrExG7slEAor5jeR,152987,4
0.67,0.621,7,-7.853,1,0.037,0.131,0,0.675,0.288,90.04,audio_features,7CRThl2cGDh1o9p3ivaLbG,spotify:track:7CRThl2cGDh1o9p3ivaLbG,https://api.spotify.com/v1/tracks/7CRThl2cGDh1o9p3ivaLbG,https://api.spotify.com/v1/audio-analysis/7CRThl2cGDh1o9p3ivaLbG,143504,4
0.731,0.565,6,-8.625,0,0.0337,0.0496,0,0.0787,0.177,95.009,audio_features,5WXzdoiXWoE6BDBIa9SSnz,spotify:track:5WXzdoiXWoE6BDBIa9SSnz,https://api.spotify.com/v1/tracks/5WXzdoiXWoE6BDBIa9SSnz,https://api.spotify.com/v1/audio-analysis/5WXzdoiXWoE6BDBIa9SSnz,91019,4
0.626,0.547,11,-8.287,0,0.04,0.588,0,0.129,0.313,77.506,audio_features,6krUUNp4e2mIOzNzRIexdY,spotify:track:6krUUNp4e2mIOzNzRIexdY,https://api.spotify.com/v1/tracks/6krUUNp4e2mIOzNzRIexdY,https://api.spotify.com/v1/audio-analysis/6krUUNp4e2mIOzNzRIexdY,123871,4
0.855,0.485,1,-7.833,1,0.0686,0.158,0,0.132,0.59,120.106,audio_features,26HQt3tNOagBa4Av5lftP2,spotify:track:26HQt3tNOagBa4Av5lftP2,https://api.spotify.com/v1/tracks/26HQt3tNOagBa4Av5lftP2,https://api.spotify.com/v1/audio-analysis/26HQt3tNOagBa4Av5lftP2,129005,4
0.613,0.406,6,-11.801,1,0.0329,0.27,0,0.228,0.34,82.51,audio_features,68eM2hKgDfuGTIqZN1UZap,spotify:track:68eM2hKgDfuGTIqZN1UZap,https://api.spotify.com/v1/tracks/68eM2hKgDfuGTIqZN1UZap,https://api.spotify.com/v1/audio-analysis/68eM2hKgDfuGTIqZN1UZap,134000,4
0.755,0.537,11,-8.18,1,0.0389,0.215,1.13e-06,0.102,0.612,102.028,audio_features,7LqZ1vcIKYdFYe5VhiePW9,spotify:track:7LqZ1vcIKYdFYe5VhiePW9,https://api.spotify.com/v1/tracks/7LqZ1vcIKYdFYe5VhiePW9,https://api.spotify.com/v1/audio-analysis/7LqZ1vcIKYdFYe5VhiePW9,150000,4
0.79,0.594,1,-5.073,1,0.262,0.233,0,0.0885,0.69,142.101,audio_features,57PdidKlKLiTtyJapoN111,spotify:track:57PdidKlKLiTtyJapoN111,https://api.spotify.com/v1/tracks/57PdidKlKLiTtyJapoN111,https://api.spotify.com/v1/audio-analysis/57PdidKlKLiTtyJapoN111,120000,4
0.783,0.578,1,-5.762,1,0.0351,0.169,0,0.281,0.616,94.056,audio_features,4DfEx6Gt5Hz3wLLl7KGVL0,spotify:track:4DfEx6Gt5Hz3wLLl7KGVL0,https://api.spotify.com/v1/tracks/4DfEx6Gt5Hz3wLLl7KGVL0,https://api.spotify.com/v1/audio-analysis/4DfEx6Gt5Hz3wLLl7KGVL0,159320,4
0.688,0.556,9,-6.935,1,0.0908,0.22,0,0.128,0.584,167.892,audio_features,2fcDYJrvdfMriHD2zGiHcX,spotify:track:2fcDYJrvdfMriHD2zGiHcX,https://api.spotify.com/v1/tracks/2fcDYJrvdfMriHD2zGiHcX,https://api.spotify.com/v1/audio-analysis/2fcDYJrvdfMriHD2zGiHcX,157787,4
0.641,0.623,9,-7.063,1,0.169,0.0914,0,0.0924,0.829,169.894,audio_features,2UdbN109XCUQO83jLIHUPr,spotify:track:2UdbN109XCUQO83jLIHUPr,https://api.spotify.com/v1/tracks/2UdbN109XCUQO83jLIHUPr,https://api.spotify.com/v1/audio-analysis/2UdbN109XCUQO83jLIHUPr,170160,4
0.771,0.593,6,-9.327,0,0.301,0.223,0.000205,0.112,0.456,119.848,audio_features,6L3edcpIILOq2wiPWnvlnL,spotify:track:6L3edcpIILOq2wiPWnvlnL,https://api.spotify.com/v1/tracks/6L3edcpIILOq2wiPWnvlnL,https://api.spotify.com/v1/audio-analysis/6L3edcpIILOq2wiPWnvlnL,161120,4
0.846,0.336,9,-5.537,1,0.101,0.214,0,0.194,0.362,95.037,audio_features,2Tqvu6la5srS2Fz3pID1EB,spotify:track:2Tqvu6la5srS2Fz3pID1EB,https://api.spotify.com/v1/tracks/2Tqvu6la5srS2Fz3pID1EB,https://api.spotify.com/v1/audio-analysis/2Tqvu6la5srS2Fz3pID1EB,149733,4
0.697,0.581,1,-4.33,1,0.158,0.266,0,0.166,0.865,139.933,audio_features,7fw47hoXPG24gh3i94F2pt,spotify:track:7fw47hoXPG24gh3i94F2pt,https://api.spotify.com/v1/tracks/7fw47hoXPG24gh3i94F2pt,https://api.spotify.com/v1/audio-analysis/7fw47hoXPG24gh3i94F2pt,119571,4
0.645,0.706,8,-6.221,1,0.171,0.0489,0,0.0872,0.828,176.073,audio_features,7HUZWpelDfnkOc5PkDD8Sp,spotify:track:7HUZWpelDfnkOc5PkDD8Sp,https://api.spotify.com/v1/tracks/7HUZWpelDfnkOc5PkDD8Sp,https://api.spotify.com/v1/audio-analysis/7HUZWpelDfnkOc5PkDD8Sp,177093,4
0.678,0.747,11,-5.097,1,0.0335,0.0317,0,0.167,0.713,118.935,audio_features,3Q0ML7kvjcGOr9QnvfDz8a,spotify:track:3Q0ML7kvjcGOr9QnvfDz8a,https://api.spotify.com/v1/tracks/3Q0ML7kvjcGOr9QnvfDz8a,https://api.spotify.com/v1/audio-analysis/3Q0ML7kvjcGOr9QnvfDz8a,177479,4
0.719,0.818,8,-3.888,0,0.125,0.0288,0,0.0966,0.776,93.941,audio_features,6Sjmx09ykOw95BvbbGH0cY,spotify:track:6Sjmx09ykOw95BvbbGH0cY,https://api.spotify.com/v1/tracks/6Sjmx09ykOw95BvbbGH0cY,https://api.spotify.com/v1/audio-analysis/6Sjmx09ykOw95BvbbGH0cY,115696,4
0.612,0.598,4,-8.005,0,0.056,0.135,0.00423,0.106,0.186,179.965,audio_features,1WdudtCCuMjsLNGgZwR1gd,spotify:track:1WdudtCCuMjsLNGgZwR1gd,https://api.spotify.com/v1/tracks/1WdudtCCuMjsLNGgZwR1gd,https://api.spotify.com/v1/audio-analysis/1WdudtCCuMjsLNGgZwR1gd,173333,4
0.727,0.438,0,-7.393,0,0.0546,0.423,2.83e-05,0.113,0.359,81.017,audio_features,05ztmc9JMq8pYE2GyY72Zd,spotify:track:05ztmc9JMq8pYE2GyY72Zd,https://api.spotify.com/v1/tracks/05ztmc9JMq8pYE2GyY72Zd,https://api.spotify.com/v1/audio-analysis/05ztmc9JMq8pYE2GyY72Zd,144570,4
0.631,0.72,9,-5.235,0,0.0407,0.0543,0,0.121,0.811,94.011,audio_features,7z9TlbrDkEkwKAyScdDamy,spotify:track:7z9TlbrDkEkwKAyScdDamy,https://api.spotify.com/v1/tracks/7z9TlbrDkEkwKAyScdDamy,https://api.spotify.com/v1/audio-analysis/7z9TlbrDkEkwKAyScdDamy,156500,4
0.521,0.564,7,-5.642,1,0.0264,0.0375,0,0.111,0.153,72.497,audio_features,6sYsE2nsaH53AOaY1JuoCw,spotify:track:6sYsE2nsaH53AOaY1JuoCw,https://api.spotify.com/v1/tracks/6sYsE2nsaH53AOaY1JuoCw,https://api.spotify.com/v1/audio-analysis/6sYsE2nsaH53AOaY1JuoCw,192960,4
0.557,0.794,8,-4.954,1,0.0639,0.262,0,0.0922,0.752,150.0,audio_features,1rjZicKSpIJ3WYffIK9Fuy,spotify:track:1rjZicKSpIJ3WYffIK9Fuy,https://api.spotify.com/v1/tracks/1rjZicKSpIJ3WYffIK9Fuy,https://api.spotify.com/v1/audio-analysis/1rjZicKSpIJ3WYffIK9Fuy,119048,4
0.667,0.713,11,-4.808,1,0.0285,0.0921,1.64e-05,0.102,0.698,115.048,audio_features,3MZeBZsYFViZ5OchHkv7NM,spotify:track:3MZeBZsYFViZ5OchHkv7NM,https://api.spotify.com/v1/tracks/3MZeBZsYFViZ5OchHkv7NM,https://api.spotify.com/v1/audio-analysis/3MZeBZsYFViZ5OchHkv7NM,207210,4
0.671,0.563,2,-3.871,0,0.193,0.307,0,0.115,0.574,80.009,audio_features,0TujvmfSqowyT2OiimLaBY,spotify:track:0TujvmfSqowyT2OiimLaBY,https://api.spotify.com/v1/tracks/0TujvmfSqowyT2OiimLaBY,https://api.spotify.com/v1/audio-analysis/0TujvmfSqowyT2OiimLaBY,145504,4
0.644,0.85,0,-6.123,1,0.0394,0.0451,1.37e-06,0.11,0.867,150.042,audio_features,4etUdOH5dWmMRFXWXAKVf6,spotify:track:4etUdOH5dWmMRFXWXAKVf6,https://api.spotify.com/v1/tracks/4etUdOH5dWmMRFXWXAKVf6,https://api.spotify.com/v1/audio-analysis/4etUdOH5dWmMRFXWXAKVf6,112340,4
0.692,0.733,10,-5.351,1,0.0459,0.174,0.611,0.309,0.484,138.024,audio_features,3hiGxQh6Y6tT7ziFTW7pKQ,spotify:track:3hiGxQh6Y6tT7ziFTW7pKQ,https://api.spotify.com/v1/tracks/3hiGxQh6Y6tT7ziFTW7pKQ,https://api.spotify.com/v1/audio-analysis/3hiGxQh6Y6tT7ziFTW7pKQ,215339,4
0.414,0.613,1,-7.302,0,0.303,0.0912,0,0.112,0.662,78.76,audio_features,3Lnng6IQr5r03XweHyP3NI,spotify:track:3Lnng6IQr5r03XweHyP3NI,https://api.spotify.com/v1/tracks/3Lnng6IQr5r03XweHyP3NI,https://api.spotify.com/v1/audio-analysis/3Lnng6IQr5r03XweHyP3NI,115765,4
0.741,0.677,9,-4.906,1,0.0846,0.0531,0,0.0754,0.935,80.979,audio_features,4hO2oP5JnkSHHBdLEPRWcV,spotify:track:4hO2oP5JnkSHHBdLEPRWcV,https://api.spotify.com/v1/tracks/4hO2oP5JnkSHHBdLEPRWcV,https://api.spotify.com/v1/audio-analysis/4hO2oP5JnkSHHBdLEPRWcV,161037,4
0.459,0.55,2,-7.096,1,0.0566,0.0171,0,0.0858,0.384,172.895,audio_features,1ThCNuemxsvPQqGn3UNmOB,spotify:track:1ThCNuemxsvPQqGn3UNmOB,https://api.spotify.com/v1/tracks/1ThCNuemxsvPQqGn3UNmOB,https://api.spotify.com/v1/audio-analysis/1ThCNuemxsvPQqGn3UNmOB,192833,4
0.565,0.517,9,-7.872,0,0.0412,0.0168,0,0.189,0.227,147.623,audio_features,7MTHpsxtKVJaBL6e9WXzqD,spotify:track:7MTHpsxtKVJaBL6e9WXzqD,https://api.spotify.com/v1/tracks/7MTHpsxtKVJaBL6e9WXzqD,https://api.spotify.com/v1/audio-analysis/7MTHpsxtKVJaBL6e9WXzqD,181938,3
0.576,0.888,8,-3.516,0,0.0424,0.026,0,0.0179,0.894,127.084,audio_features,60k3N3B3KOtZhcuoz293yu,spotify:track:60k3N3B3KOtZhcuoz293yu,https://api.spotify.com/v1/tracks/60k3N3B3KOtZhcuoz293yu,https://api.spotify.com/v1/audio-analysis/60k3N3B3KOtZhcuoz293yu,215328,4
0.511,0.803,8,-6.138,1,0.105,0.0534,0.00657,0.104,0.31,159.934,audio_features,0dl6Ep0qNsLmPjS5Vk0i5T,spotify:track:0dl6Ep0qNsLmPjS5Vk0i5T,https://api.spotify.com/v1/tracks/0dl6Ep0qNsLmPjS5Vk0i5T,https://api.spotify.com/v1/audio-analysis/0dl6Ep0qNsLmPjS5Vk0i5T,199125,4
0.758,0.42,5,-7.518,1,0.0525,0.313,9.98e-06,0.199,0.52,95.0,audio_features,72iHF8yVgrCWEB76Lwxy7T,spotify:track:72iHF8yVgrCWEB76Lwxy7T,https://api.spotify.com/v1/tracks/72iHF8yVgrCWEB76Lwxy7T,https://api.spotify.com/v1/audio-analysis/72iHF8yVgrCWEB76Lwxy7T,201187,4
0.612,0.71,1,-6.754,1,0.0323,0.0235,0,0.178,0.442,119.945,audio_features,4A1GjAsAWjxBV4rzgOAOxR,spotify:track:4A1GjAsAWjxBV4rzgOAOxR,https://api.spotify.com/v1/tracks/4A1GjAsAWjxBV4rzgOAOxR,https://api.spotify.com/v1/audio-analysis/4A1GjAsAWjxBV4rzgOAOxR,210850,4
0.522,0.251,10,-12.626,0,0.0603,0.871,0.000258,0.0769,0.303,137.366,audio_features,26MJjeJ0NSOQDKeZzrEFMl,spotify:track:26MJjeJ0NSOQDKeZzrEFMl,https://api.spotify.com/v1/tracks/26MJjeJ0NSOQDKeZzrEFMl,https://api.spotify.com/v1/audio-analysis/26MJjeJ0NSOQDKeZzrEFMl,156798,3
0.638,0.371,2,-10.187,0,0.0367,0.66,0.000629,0.151,0.331,124.827,audio_features,4sSo8hmQ1g7qt1iE1uMRDr,spotify:track:4sSo8hmQ1g7qt1iE1uMRDr,https://api.spotify.com/v1/tracks/4sSo8hmQ1g7qt1iE1uMRDr,https://api.spotify.com/v1/audio-analysis/4sSo8hmQ1g7qt1iE1uMRDr,187211,4
0.462,0.705,11,-6.747,0,0.0503,0.0497,0,0.2,0.702,183.819,audio_features,7bbvYylFKPxDtrapz4FMqH,spotify:track:7bbvYylFKPxDtrapz4FMqH,https://api.spotify.com/v1/tracks/7bbvYylFKPxDtrapz4FMqH,https://api.spotify.com/v1/audio-analysis/7bbvYylFKPxDtrapz4FMqH,161279,4
0.795,0.294,10,-12.49,1,0.219,0.71,0,0.145,0.468,127.93,audio_features,5dHfNQUBWMbjn8NeRNUPgW,spotify:track:5dHfNQUBWMbjn8NeRNUPgW,https://api.spotify.com/v1/tracks/5dHfNQUBWMbjn8NeRNUPgW,https://api.spotify.com/v1/audio-analysis/5dHfNQUBWMbjn8NeRNUPgW,145312,4
0.587,0.333,9,-9.557,1,0.0239,0.603,0,0.365,0.636,95.01,audio_features,1d9oDul6R1652oYAG2h3EV,spotify:track:1d9oDul6R1652oYAG2h3EV,https://api.spotify.com/v1/tracks/1d9oDul6R1652oYAG2h3EV,https://api.spotify.com/v1/audio-analysis/1d9oDul6R1652oYAG2h3EV,208458,4
0.581,0.459,9,-8.855,1,0.0781,0.436,0,0.171,0.531,180.221,audio_features,7f4bsFFcKOU7ysIPjj0yCj,spotify:track:7f4bsFFcKOU7ysIPjj0yCj,https://api.spotify.com/v1/tracks/7f4bsFFcKOU7ysIPjj0yCj,https://api.spotify.com/v1/audio-analysis/7f4bsFFcKOU7ysIPjj0yCj,119000,4
0.785,0.874,5,-5.244,1,0.0779,0.201,0,0.107,0.897,127.999,audio_features,5QDTEyPqiweKHvz3Ree0gu,spotify:track:5QDTEyPqiweKHvz3Ree0gu,https://api.spotify.com/v1/tracks/5QDTEyPqiweKHvz3Ree0gu,https://api.spotify.com/v1/audio-analysis/5QDTEyPqiweKHvz3Ree0gu,164632,4
0.516,0.254,9,-16.027,0,0.0589,0.816,0.855,0.189,0.304,56.829,audio_features,0WFryfbNKPXVtVQlz5dZ8H,spotify:track:0WFryfbNKPXVtVQlz5dZ8H,https://api.spotify.com/v1/tracks/0WFryfbNKPXVtVQlz5dZ8H,https://api.spotify.com/v1/audio-analysis/0WFryfbNKPXVtVQlz5dZ8H,60720,4
0.36,0.378,9,-6.391,1,0.0387,0.642,0,0.132,0.246,172.693,audio_features,793pY16A2YqBrsmdyagExY,spotify:track:793pY16A2YqBrsmdyagExY,https://api.spotify.com/v1/tracks/793pY16A2YqBrsmdyagExY,https://api.spotify.com/v1/audio-analysis/793pY16A2YqBrsmdyagExY,153906,3
0.596,0.761,2,-3.006,0,0.0356,0.0628,0,0.0973,0.235,119.882,audio_features,4QcfHUpGxGGKh7VIVs3LYI,spotify:track:4QcfHUpGxGGKh7VIVs3LYI,https://api.spotify.com/v1/tracks/4QcfHUpGxGGKh7VIVs3LYI,https://api.spotify.com/v1/audio-analysis/4QcfHUpGxGGKh7VIVs3LYI,206000,4
0.468,0.843,6,-5.564,1,0.0681,0.0311,0,0.213,0.628,178.145,audio_features,16bUrhFWwaQNvAT6OPP4eU,spotify:track:16bUrhFWwaQNvAT6OPP4eU,https://api.spotify.com/v1/tracks/16bUrhFWwaQNvAT6OPP4eU,https://api.spotify.com/v1/audio-analysis/16bUrhFWwaQNvAT6OPP4eU,146093,4
0.652,0.45,0,-8.03,1,0.0361,0.817,0,0.121,0.427,152.979,audio_features,6HLtZhPygF6XrLVLkkaEYC,spotify:track:6HLtZhPygF6XrLVLkkaEYC,https://api.spotify.com/v1/tracks/6HLtZhPygF6XrLVLkkaEYC,https://api.spotify.com/v1/audio-analysis/6HLtZhPygF6XrLVLkkaEYC,190515,4
0.649,0.74,9,-4.759,0,0.0617,0.02,0.0505,0.104,0.203,120.962,audio_features,0ZImVxesVZIydOnwTMSWOK,spotify:track:0ZImVxesVZIydOnwTMSWOK,https://api.spotify.com/v1/tracks/0ZImVxesVZIydOnwTMSWOK,https://api.spotify.com/v1/audio-analysis/0ZImVxesVZIydOnwTMSWOK,198799,4
